locality,Year,house price
WOODEND,2009,339500.00 
WOOLAMAI WATERS,2009,280000.00 
WOORI YALLOCK,2009,278000.00 
WY YUNG,2009,269000.00 
WYCHEPROOF,2009,115000.00 
WYE RIVER,2009,635000.00 
WYNDHAM VALE,2009,261000.00 
YACKANDANDAH,2009,225000.00 
YALLAMBIE,2009,442500.00 
YALLOURN NORTH,2009,120000.00 
YARRA GLEN,2009,370000.00 
YARRA JUNCTION,2009,292000.00 
YARRAGON,2009,196500.00 
YARRAM,2009,180000.00 
YARRAVILLE,2009,541000.00 
YARRAWONGA,2009,270000.00 
YEA,2009,214000.00 
YINNAR,2009,183000.00 
ABBOTSFORD,2010,736000.00 
ABERFELDIE,2010,1046500.00 
AINTREE,2010,-
AIREYS INLET,2010,606000.00 
AIRPORT WEST,2010,575000.00 
ALBANVALE,2010,320000.00 
ALBERT PARK,2010,1167500.00 
ALBION,2010,440000.00 
ALEXANDRA,2010,230000.00 
ALFREDTON,2010,316000.00 
ALLANSFORD,2010,250500.00 
ALPHINGTON,2010,1000000.00 
ALTONA,2010,628500.00 
ALTONA EAST,2010,571000.00 
ALTONA MEADOWS,2010,385000.00 
ALTONA NORTH,2010,515000.00 
ANGLESEA,2010,580000.00 
APOLLO BAY,2010,442500.00 
ARARAT,2010,174000.00 
ARDEER,2010,382500.00 
ARMADALE,2010,1800000.00 
ARMSTRONG CREEK,2010,-
ASCOT (GREATER BENDIGO),2010,330000.00 
ASCOT VALE,2010,750000.00 
ASHBURTON,2010,985000.00 
ASHWOOD,2010,760000.00 
ASPENDALE,2010,637500.00 
ASPENDALE GARDENS,2010,581000.00 
ATTWOOD,2010,576000.00 
AVENEL,2010,268500.00 
AVOCA,2010,144000.00 
AVONDALE HEIGHTS,2010,576000.00 
AVONSLEIGH,2010,321500.00 
BACCHUS MARSH,2010,305000.00 
BADGER CREEK,2010,295000.00 
BAIRNSDALE,2010,230000.00 
BALACLAVA,2010,916000.00 
BALCOMBE,2010,655000.00 
BALLAN,2010,260000.00 
BALLARAT CENTRAL,2010,280000.00 
BALLARAT EAST,2010,225500.00 
BALLARAT NORTH,2010,272000.00 
BALNARRING,2010,480000.00 
BALNARRING BEACH,2010,787500.00 
BALWYN,2010,1450000.00 
BALWYN NORTH,2010,1141000.00 
BANNOCKBURN,2010,342500.00 
BARANDUDA,2010,353000.00 
BARNAWARTHA,2010,169000.00 
BARWON HEADS,2010,615500.00 
BAXTER,2010,317000.00 
BAYSWATER,2010,453500.00 
BAYSWATER NORTH,2010,450000.00 
BEACONSFIELD,2010,460000.00 
BEACONSFIELD UPPER,2010,472000.00 
BEAUFORT,2010,174500.00 
BEAUMARIS,2010,1107500.00 
BEEAC,2010,121500.00 
BEECHWORTH,2010,310500.00 
BELGRAVE,2010,380000.00 
BELGRAVE HEIGHTS,2010,425000.00 
BELGRAVE SOUTH,2010,490000.00 
BELL PARK,2010,290000.00 
BELL POST HILL,2010,310000.00 
BELLBRIDGE,2010,316500.00 
BELLFIELD (BANYULE),2010,575000.00 
BELMONT,2010,338000.00 
BENALLA,2010,220000.00 
BENDIGO,2010,295000.00 
BENTLEIGH,2010,910000.00 
BENTLEIGH EAST,2010,760000.00 
BERWICK,2010,450000.00 
BEULAH,2010,68000.00 
BEVERIDGE,2010,522500.00 
BIRCHIP,2010,67500.00 
BIRREGURRA,2010,230000.00 
BITTERN,2010,352000.00 
BLACK HILL,2010,263500.00 
BLACK ROCK,2010,1390000.00 
BLACKBURN,2010,850000.00 
BLACKBURN NORTH,2010,659000.00 
BLACKBURN SOUTH,2010,670000.00 
BLACKWOOD,2010,260000.00 
BLAIRGOWRIE,2010,625000.00 
BLIND BIGHT,2010,337500.00 
BONBEACH,2010,585000.00 
BONNIE DOON,2010,210000.00 
BONSHAW,2010,-
BOOLARRA,2010,178000.00 
BOORT,2010,157000.00 
BORONIA,2010,450000.00 
BOTANIC RIDGE,2010,520000.00 
BOX HILL,2010,874000.00 
BOX HILL NORTH,2010,726000.00 
BOX HILL SOUTH,2010,823000.00 
BRAYBROOK,2010,460000.00 
BREAKWATER,2010,250000.00 
BRIAGOLONG,2010,205000.00 
BRIAR HILL,2010,580000.00 
BRIGHT,2010,311500.00 
BRIGHTON,2010,1810000.00 
BRIGHTON EAST,2010,1255000.00 
BROADFORD,2010,248500.00 
BROADMEADOWS,2010,384000.00 
BROOKFIELD,2010,333500.00 
BROOKLYN,2010,486500.00 
BROWN HILL,2010,261000.00 
BRUNSWICK,2010,710000.00 
BRUNSWICK EAST,2010,700000.00 
BRUNSWICK WEST,2010,728000.00 
BRUTHEN,2010,226000.00 
BULLEEN,2010,728000.00 
BUNDALONG,2010,390000.00 
BUNDOORA,2010,500000.00 
BUNINYONG,2010,322500.00 
BUNYIP,2010,292500.00 
BURNLEY,2010,800000.00 
BURNSIDE,2010,395000.00 
BURNSIDE HEIGHTS,2010,405000.00 
BURWOOD,2010,778000.00 
BURWOOD EAST,2010,678000.00 
CAIRNLEA,2010,463000.00 
CALIFORNIA GULLY,2010,209500.00 
CAMBERWELL,2010,1345000.00 
CAMPBELLFIELD,2010,385000.00 
CAMPBELLS CREEK,2010,316000.00 
CAMPERDOWN,2010,185000.00 
CANADIAN,2010,302500.00 
CANN RIVER,2010,87000.00 
CANTERBURY,2010,1827500.00 
CAPE PATERSON,2010,332500.00 
CAPE SCHANCK,2010,545000.00 
CAPEL SOUND,2010,355000.00 
CARISBROOK,2010,202000.00 
CARLTON,2010,900000.00 
CARLTON NORTH,2010,930000.00 
CARNEGIE,2010,880000.00 
CAROLINE SPRINGS,2010,407500.00 
CARRUM,2010,500000.00 
CARRUM DOWNS,2010,330000.00 
CASTERTON,2010,117500.00 
CASTLEMAINE,2010,300000.00 
CAULFIELD,2010,1180000.00 
CAULFIELD EAST,2010,866000.00 
CAULFIELD NORTH,2010,1420000.00 
CAULFIELD SOUTH,2010,1007500.00 
CHADSTONE,2010,670500.00 
CHARLEMONT,2010,560000.00 
CHARLTON,2010,125000.00 
CHELSEA,2010,585500.00 
CHELSEA HEIGHTS,2010,445000.00 
CHELTENHAM,2010,696000.00 
CHELTENHAM EAST,2010,630000.00 
CHELTENHAM NORTH,2010,651000.00 
CHEWTON,2010,258000.00 
CHILTERN,2010,189000.00 
CHIRNSIDE PARK,2010,449500.00 
CHUM CREEK,2010,400500.00 
CHURCHILL,2010,172000.00 
CLARINDA,2010,530000.00 
CLAYTON,2010,650500.00 
CLAYTON NORTH,2010,745500.00 
CLAYTON SOUTH,2010,550500.00 
CLIFTON HILL,2010,825000.00 
CLIFTON SPRINGS,2010,318000.00 
CLUNES,2010,187500.00 
CLYDE,2010,361500.00 
CLYDE NORTH,2010,-
COBBLEBANK,2010,-
COBDEN,2010,220000.00 
COBRAM,2010,212000.00 
COBURG,2010,640000.00 
COBURG EAST,2010,544000.00 
COBURG NORTH,2010,533000.00 
COCKATOO,2010,312000.00 
COHUNA,2010,137000.00 
COLAC,2010,213000.00 
COLDSTREAM,2010,395000.00 
COLERAINE,2010,95000.00 
COLLINGWOOD,2010,751500.00 
CONNEWARRE,2010,850000.00 
COOLAROO,2010,315000.00 
COONANS HILL,2010,690000.00 
COONGULLA,2010,163000.00 
CORINELLA,2010,325000.00 
CORIO,2010,225000.00 
CORONET BAY,2010,245000.00 
CORRYONG,2010,128000.00 
COWES,2010,400000.00 
COWES WEST,2010,318500.00 
CRAIGIEBURN,2010,365000.00 
CRANBOURNE,2010,327000.00 
CRANBOURNE EAST,2010,353000.00 
CRANBOURNE NORTH,2010,355000.00 
CRANBOURNE WEST,2010,310000.00 
CREMORNE,2010,835000.00 
CRESWICK,2010,214000.00 
CRIB POINT,2010,347500.00 
CROYDON,2010,465000.00 
CROYDON HILLS,2010,549500.00 
CROYDON NORTH,2010,527500.00 
CROYDON SOUTH,2010,455000.00 
CURLEWIS,2010,-
DALLAS,2010,320000.00 
DALYSTON,2010,271000.00 
DANDENONG,2010,430000.00 
DANDENONG NORTH,2010,400000.00 
DARLEY,2010,330000.00 
DARTMOOR,2010,84000.00 
DAYLESFORD,2010,372500.00 
DEANSIDE,2010,-
DEEPDENE,2010,1930000.00 
DEER PARK,2010,355000.00 
DELACOMBE,2010,263000.00 
DELAHEY,2010,365000.00 
DENNINGTON,2010,329000.00 
DERRIMUT,2010,395000.00 
DERRINALLUM,2010,180000.00 
DIAMOND CREEK,2010,515000.00 
DIGGERS REST,2010,266500.00 
DIMBOOLA,2010,85500.00 
DINGLEY VILLAGE,2010,553000.00 
DINNER PLAIN,2010,475000.00 
DONALD,2010,135000.00 
DONCASTER,2010,795000.00 
DONCASTER EAST,2010,750000.00 
DONVALE,2010,715000.00 
DOREEN,2010,430000.00 
DOVETON,2010,330000.00 
DROMANA,2010,446500.00 
DROUIN,2010,275500.00 
DRYSDALE,2010,355000.00 
DUNKELD,2010,180000.00 
DUNOLLY,2010,120000.00 
EAGLE POINT,2010,236000.00 
EAGLEHAWK,2010,226000.00 
EAGLEMONT,2010,1330000.00 
EAST BAIRNSDALE,2010,195000.00 
EAST BENDIGO,2010,262500.00 
EAST GEELONG,2010,400000.00 
EAST MELBOURNE,2010,1621000.00 
EAST WARBURTON,2010,285000.00 
EASTWOOD,2010,330000.00 
ECHUCA,2010,271000.00 
EDENHOPE,2010,132500.00 
EDITHVALE,2010,616000.00 
EILDON,2010,190000.00 
ELLIMINYT,2010,335000.00 
ELMORE,2010,182500.00 
ELSTERNWICK,2010,1240000.00 
ELTHAM,2010,615000.00 
ELTHAM NORTH,2010,621000.00 
ELWOOD,2010,1350000.00 
EMERALD,2010,433500.00 
ENDEAVOUR HILLS,2010,400000.00 
EPPING,2010,380000.00 
EPSOM,2010,275000.00 
ESSENDON,2010,952000.00 
ESSENDON NORTH,2010,850000.00 
ESSENDON WEST,2010,745000.00 
EUMEMMERRING,2010,378000.00 
EUREKA,2010,245000.00 
EUROA,2010,167000.00 
EYNESBURY,2010,295000.00 
FAIRFIELD,2010,810000.00 
FAIRHAVEN,2010,866000.00 
FAWKNER,2010,460000.00 
FERNTREE GULLY,2010,449000.00 
FERNY CREEK,2010,580000.00 
FINGAL,2010,515000.00 
FITZROY,2010,805500.00 
FITZROY NORTH,2010,900000.00 
FIVEWAYS,2010,318500.00 
FLEMINGTON,2010,670000.00 
FLINDERS,2010,760000.00 
FLORA HILL,2010,266000.00 
FLOWERDALE,2010,180000.00 
FOOTSCRAY,2010,574000.00 
FOREST HILL,2010,620000.00 
FOSTER,2010,265000.00 
FRANKSTON,2010,367000.00 
FRANKSTON NORTH,2010,280000.00 
FRANKSTON SOUTH,2010,530000.00 
FRASER RISE,2010,-
FYANSFORD,2010,-
GARDEN CITY,2010,1062500.00 
GARDENVALE,2010,1200000.00 
GARFIELD,2010,342500.00 
GEELONG,2010,465000.00 
GEELONG WEST,2010,385000.00 
GEMBROOK,2010,340000.00 
GISBORNE,2010,399000.00 
GLADSTONE PARK,2010,426500.00 
GLEN HUNTLY,2010,919000.00 
GLEN IRIS,2010,1320000.00 
GLEN WAVERLEY,2010,735000.00 
GLENGARRY,2010,250000.00 
GLENROWAN,2010,286000.00 
GLENROY,2010,508500.00 
GOLDEN BEACH,2010,150000.00 
GOLDEN POINT (BALLARAT),2010,250000.00 
GOLDEN SQUARE,2010,262000.00 
GORDON,2010,270000.00 
GOUGHS BAY,2010,193000.00 
GOWANBRAE,2010,535000.00 
GRANTVILLE,2010,260000.00 
GREEN LAKE,2010,230000.00 
GREENSBOROUGH,2010,530000.00 
GREENVALE,2010,517500.00 
GROVEDALE,2010,335000.00 
HADFIELD,2010,530000.00 
HALLAM,2010,365000.00 
HALLS GAP,2010,257500.00 
HAMILTON,2010,203500.00 
HAMLYN HEIGHTS,2010,345000.00 
HAMPTON,2010,1295000.00 
HAMPTON EAST,2010,813000.00 
HAMPTON PARK,2010,333000.00 
HARKNESS,2010,310000.00 
HASTINGS,2010,355000.00 
HASTINGS WEST,2010,265000.00 
HAWTHORN,2010,1430000.00 
HAWTHORN EAST,2010,1400000.00 
HEALESVILLE,2010,361500.00 
HEATHCOTE,2010,217000.00 
HEATHERTON,2010,625000.00 
HEATHMONT,2010,539500.00 
HEIDELBERG,2010,815000.00 
HEIDELBERG HEIGHTS,2010,560000.00 
HEIDELBERG WEST,2010,475000.00 
HEPBURN,2010,317000.00 
HEPBURN SPRINGS,2010,298000.00 
HERNE HILL,2010,321000.00 
HEYFIELD,2010,155000.00 
HEYWOOD,2010,172000.00 
HIGHETT,2010,760000.00 
HIGHTON,2010,437000.00 
HILLSIDE (MELTON),2010,420000.00 
HOPETOUN,2010,63000.00 
HOPPERS CROSSING,2010,327500.00 
HORSHAM,2010,187000.00 
HUGHESDALE,2010,838000.00 
HUNTINGDALE,2010,642500.00 
HUNTLY,2010,269500.00 
HURSTBRIDGE,2010,491000.00 
INDENTED HEAD,2010,360000.00 
INGLEWOOD,2010,170000.00 
INVERLEIGH,2010,230000.00 
INVERLOCH,2010,422500.00 
INVERMAY PARK,2010,337500.00 
IRONBARK,2010,232000.00 
IRYMPLE,2010,213500.00 
IVANHOE,2010,1032500.00 
IVANHOE EAST,2010,1415000.00 
JACANA,2010,391000.00 
JACKASS FLAT,2010,275000.00 
JAMIESON,2010,242500.00 
JAN JUC,2010,542500.00 
JEERALANG NORTH,2010,152000.00 
JEPARIT,2010,66000.00 
JUNCTION VILLAGE,2010,314500.00 
JUNORTOUN,2010,420000.00 
KALIMNA,2010,265000.00 
KALKALLO,2010,215000.00 
KALLISTA,2010,450000.00 
KALORAMA,2010,440000.00 
KANGAROO FLAT,2010,252000.00 
KANGAROO GROUND SOUTH,2010,679500.00 
KANIVA,2010,94000.00 
KEALBA,2010,385500.00 
KEILOR,2010,603000.00 
KEILOR DOWNS,2010,423000.00 
KEILOR EAST,2010,580000.00 
KEILOR LODGE,2010,460000.00 
KEILOR PARK,2010,514500.00 
KENNINGTON,2010,295000.00 
KENSINGTON,2010,676000.00 
KERANG,2010,147500.00 
KEW,2010,1650000.00 
KEW EAST,2010,1085000.00 
KEW NORTH,2010,1174000.00 
KEYSBOROUGH,2010,417500.00 
KIALLA,2010,335000.00 
KILCUNDA,2010,350000.00 
KILLARA (WODONGA),2010,212500.00 
KILMORE,2010,327500.00 
KILSYTH,2010,432500.00 
KILSYTH SOUTH,2010,515500.00 
KINGLAKE,2010,280000.00 
KINGS PARK,2010,340000.00 
KINGSBURY,2010,519000.00 
KINGSVILLE,2010,630000.00 
KNOXFIELD,2010,471000.00 
KOO WEE RUP,2010,297000.00 
KOONDROOK,2010,239500.00 
KOROIT,2010,236000.00 
KORUMBURRA,2010,234000.00 
KURUNJANG,2010,288000.00 
KYABRAM,2010,209500.00 
KYNETON,2010,330000.00 
LAKE BOGA,2010,187000.00 
LAKE GARDENS,2010,387000.00 
LAKE TYERS BEACH,2010,286000.00 
LAKE WENDOUREE,2010,550000.00 
LAKES ENTRANCE,2010,256500.00 
LALOR,2010,387000.00 
LANCEFIELD,2010,281000.00 
LANG LANG,2010,260000.00 
LANGWARRIN,2010,395000.00 
LARA,2010,325000.00 
LARA LAKE,2010,340000.00 
LAUNCHING PLACE,2010,355000.00 
LAVERTON,2010,353000.00 
LAVERTON SOUTH,2010,410000.00 
LEARMONTH,2010,210000.00 
LENEVA,2010,394000.00 
LEONGATHA,2010,285000.00 
LEOPOLD,2010,346000.00 
LILYDALE,2010,438500.00 
LINTON,2010,152500.00 
LISMORE,2010,110000.00 
LOCH SPORT,2010,170000.00 
LOCKINGTON,2010,158000.00 
LONG GULLY,2010,210000.00 
LONGWARRY,2010,262500.00 
LORNE,2010,800000.00 
LOVELY BANKS,2010,365000.00 
LOWER PLENTY,2010,650000.00 
LUCAS,2010,-
LUCKNOW,2010,234000.00 
LYNBROOK,2010,412000.00 
LYNDHURST,2010,435000.00 
LYSTERFIELD,2010,640000.00 
LYSTERFIELD SOUTH,2010,1027500.00 
MACEDON,2010,473000.00 
MACLEOD,2010,645000.00 
MACS COVE,2010,161000.00 
MADDINGLEY,2010,292500.00 
MAFFRA,2010,230500.00 
MAIDEN GULLY,2010,385000.00 
MAIDSTONE,2010,563500.00 
MALDON,2010,280000.00 
MALLACOOTA,2010,300000.00 
MALMSBURY,2010,314000.00 
MALVERN,2010,1741500.00 
MALVERN EAST,2010,1188000.00 
MANANGATANG,2010,70000.00 
MANIFOLD HEIGHTS,2010,401000.00 
MANOR LAKES,2010,348500.00 
MANSFIELD,2010,280000.00 
MARENGO,2010,540000.00 
MARIBYRNONG,2010,705000.00 
MARONG,2010,257500.00 
MARSHALL,2010,367500.00 
MARYBOROUGH,2010,160000.00 
MARYSVILLE,2010,340000.00 
MCCRAE,2010,560000.00 
MCKENZIE HILL,2010,350000.00 
MCKINNON,2010,970000.00 
MEADOW HEIGHTS,2010,345000.00 
MELTON,2010,250000.00 
MELTON SOUTH,2010,248500.00 
MELTON WEST,2010,285000.00 
MENTONE,2010,680000.00 
MENZIES CREEK,2010,482500.00 
MERBEIN,2010,161000.00 
MERINDA PARK,2010,300000.00 
MERNDA,2010,390000.00 
MERRIJIG (MANSFIELD),2010,287500.00 
METUNG,2010,302000.00 
MICKLEHAM,2010,-
MIDDLE PARK,2010,1512500.00 
MILDURA,2010,220000.00 
MILL PARK,2010,420000.00 
MILLGROVE,2010,234000.00 
MINERS REST,2010,320000.00 
MINYIP,2010,85000.00 
MIRBOO NORTH,2010,244000.00 
MITCHAM,2010,635000.00 
MITCHELL PARK,2010,257000.00 
MOE,2010,150000.00 
MONBULK,2010,420000.00 
MONT ALBERT,2010,1310000.00 
MONT ALBERT NORTH,2010,965000.00 
MONTMORENCY,2010,580000.00 
MONTROSE,2010,440000.00 
MOONEE PONDS,2010,852500.00 
MOORABBIN,2010,710000.00 
MOOROOLBARK,2010,445000.00 
MOOROOPNA,2010,222000.00 
MORDIALLOC,2010,650000.00 
MORNINGTON,2010,512000.00 
MORTLAKE,2010,150000.00 
MORWELL,2010,152500.00 
MOUNT BEAUTY,2010,195000.00 
MOUNT CLEAR,2010,265000.00 
MOUNT DANDENONG,2010,476000.00 
MOUNT DUNEED,2010,267000.00 
MOUNT ELIZA,2010,732000.00 
MOUNT EVELYN,2010,390500.00 
MOUNT HELEN,2010,311000.00 
MOUNT MACEDON,2010,520000.00 
MOUNT MARTHA,2010,691000.00 
MOUNT PLEASANT,2010,239000.00 
MOUNT WAVERLEY,2010,806000.00 
MULGRAVE,2010,550000.00 
MURCHISON,2010,175000.00 
MURRUMBEENA,2010,835000.00 
MURTOA,2010,85000.00 
MYRTLEFORD,2010,179000.00 
NAGAMBIE,2010,351500.00 
NARRE WARREN,2010,369000.00 
NARRE WARREN NORTH,2010,710000.00 
NARRE WARREN SOUTH,2010,405000.00 
NATHALIA,2010,155000.00 
NATIMUK,2010,120000.00 
NEERIM SOUTH,2010,240000.00 
NELSON,2010,266500.00 
NERRINA,2010,381000.00 
NEW GISBORNE,2010,465000.00 
NEWBOROUGH,2010,192500.00 
NEWCOMB,2010,280000.00 
NEWINGTON,2010,290500.00 
NEWLANDS ARM,2010,300000.00 
NEWPORT,2010,655000.00 
NEWSTEAD,2010,237500.00 
NEWTOWN (GREATER GEELONG),2010,559500.00 
NHILL,2010,101500.00 
NICHOLS POINT,2010,217500.00 
NIDDRIE,2010,740000.00 
NOBLE PARK,2010,415000.00 
NOBLE PARK NORTH,2010,415000.00 
NOOJEE,2010,220000.00 
NORLANE,2010,190500.00 
NORTH BENDIGO,2010,218000.00 
NORTH GEELONG,2010,308000.00 
NORTH MELBOURNE,2010,805000.00 
NORTH WONTHAGGI,2010,285000.00 
NORTHCOTE,2010,822000.00 
NOTTING HILL,2010,563000.00 
NUMURKAH,2010,178000.00 
NUNAWADING,2010,641000.00 
NYAH WEST,2010,97500.00 
NYORA,2010,237500.00 
OAK PARK,2010,641000.00 
OAKLEIGH,2010,741000.00 
OAKLEIGH EAST,2010,675000.00 
OAKLEIGH SOUTH,2010,630000.00 
OCEAN GROVE,2010,427500.00 
OFFICER,2010,385000.00 
OFFICER SOUTH,2010,-
OLINDA,2010,452500.00 
ORBOST,2010,181000.00 
ORMOND,2010,970000.00 
OSBORNE,2010,468000.00 
OUYEN,2010,103000.00 
PAKENHAM,2010,335000.00 
PARADISE BEACH,2010,152500.00 
PARK ORCHARDS,2010,945000.00 
PARKDALE,2010,755000.00 
PARKVILLE,2010,1335000.00 
PASCOE VALE,2010,609000.00 
PASCOE VALE SOUTH,2010,655000.00 
PATTERSON GARDENS,2010,582500.00 
PATTERSON LAKES,2010,621000.00 
PAYNESVILLE,2010,290000.00 
PEARCEDALE,2010,390000.00 
PENSHURST,2010,147500.00 
PETERBOROUGH,2010,291500.00 
PIONEER BAY,2010,235000.00 
PLENTY,2010,900000.00 
POINT COOK,2010,435000.00 
POINT LONSDALE,2010,695000.00 
POOWONG,2010,210000.00 
POREPUNKAH,2010,320000.00 
PORT ALBERT,2010,250000.00 
PORT FAIRY,2010,392000.00 
PORT FRANKLIN,2010,216000.00 
PORT MELBOURNE,2010,1017500.00 
PORT WELSHPOOL,2010,205000.00 
PORTARLINGTON,2010,380000.00 
PORTLAND,2010,220000.00 
PORTLAND NORTH,2010,115000.00 
PORTSEA,2010,1387500.00 
PRAHRAN,2010,940000.00 
PRESTON,2010,615000.00 
PRINCES HILL,2010,1027500.00 
PYRAMID HILL,2010,122500.00 
QUARRY HILL,2010,295500.00 
QUEENSCLIFF,2010,680000.00 
RAINBOW,2010,70000.00 
RAWSON,2010,157000.00 
RAYMOND ISLAND,2010,277500.00 
RED CLIFFS,2010,160000.00 
REDAN,2010,230000.00 
RESEARCH,2010,614500.00 
RESERVOIR,2010,520000.00 
RHYLL,2010,410000.00 
RICHMOND,2010,875500.00 
RIDDELLS CREEK,2010,387500.00 
RINGWOOD,2010,553500.00 
RINGWOOD EAST,2010,530500.00 
RINGWOOD NORTH,2010,580000.00 
RIPPLESIDE,2010,590000.00 
ROBINVALE,2010,145000.00 
ROCHESTER,2010,155000.00 
ROCKBANK,2010,237000.00 
ROMSEY,2010,350000.00 
ROSANNA,2010,706000.00 
ROSEBUD,2010,355000.00 
ROSEBUD SOUTH,2010,419500.00 
ROSEDALE,2010,185000.00 
ROWVILLE,2010,540000.00 
ROXBURGH PARK,2010,371000.00 
RUSHWORTH,2010,156500.00 
RUTHERGLEN,2010,175000.00 
RYE,2010,436000.00 
SAFETY BEACH,2010,497500.00 
SAILORS GULLY,2010,213500.00 
SALE,2010,276500.00 
SAN REMO,2010,445000.00 
SANCTUARY LAKES,2010,465000.00 
SANDHURST,2010,460000.00 
SANDRINGHAM,2010,1200000.00 
SANDY POINT,2010,338000.00 
SASSAFRAS,2010,507000.00 
SCORESBY,2010,488000.00 
SEA LAKE,2010,62500.00 
SEABROOK,2010,415000.00 
SEAFORD,2010,412500.00 
SEAHOLME,2010,565000.00 
SEASPRAY,2010,239000.00 
SEBASTOPOL,2010,226000.00 
SEDDON,2010,645500.00 
SELBY,2010,407000.00 
SEVILLE,2010,387500.00 
SEVILLE EAST,2010,342500.00 
SEYMOUR,2010,215000.00 
SHEPPARTON,2010,251000.00 
SHEPPARTON NORTH,2010,360000.00 
SHOREHAM,2010,581000.00 
SILVERLEAVES,2010,497500.00 
SKENES CREEK,2010,500000.00 
SKIPTON,2010,152000.00 
SKYE,2010,375000.00 
SMITHS BEACH,2010,442500.00 
SMYTHESDALE,2010,210000.00 
SOLDIERS HILL,2010,265000.00 
SOMERS,2010,615000.00 
SOMERVILLE,2010,370000.00 
SORRENTO,2010,850000.00 
SOUTH DUDLEY,2010,235500.00 
SOUTH GEELONG,2010,420000.00 
SOUTH KINGSVILLE,2010,650000.00 
SOUTH MELBOURNE,2010,960000.00 
SOUTH MORANG,2010,411000.00 
SOUTH YARRA,2010,1375000.00 
SPOTSWOOD,2010,635000.00 
SPRING GULLY,2010,294000.00 
SPRINGVALE,2010,490000.00 
SPRINGVALE SOUTH,2010,450500.00 
ST ALBANS,2010,385000.00 
ST ALBANS PARK,2010,298000.00 
ST ANDREWS BEACH,2010,495000.00 
ST ARNAUD,2010,131000.00 
ST HELENA,2010,562000.00 
ST KILDA,2010,930000.00 
ST KILDA EAST,2010,1041000.00 
ST KILDA WEST,2010,1925000.00 
ST LEONARDS,2010,350000.00 
STANHOPE,2010,160000.00 
STAWELL,2010,155000.00 
STRATFORD,2010,207500.00 
STRATHDALE,2010,331000.00 
STRATHFIELDSAYE,2010,357000.00 
STRATHMERTON,2010,165000.00 
STRATHMORE,2010,870000.00 
STRATHMORE HEIGHTS,2010,598500.00 
STRATHTULLOH,2010,-
STUDFIELD,2010,525000.00 
SUNBURY,2010,343000.00 
SUNDERLAND BAY,2010,315000.00 
SUNNYCLIFFS,2010,109000.00 
SUNSET STRIP,2010,286000.00 
SUNSHINE,2010,458000.00 
SUNSHINE NORTH,2010,425000.00 
SUNSHINE WEST,2010,400000.00 
SURF BEACH,2010,332000.00 
SURREY HILLS,2010,1204000.00 
SWAN HILL,2010,230000.00 
SYDENHAM,2010,399000.00 
SYNDAL,2010,880500.00 
TALLANGATTA,2010,186000.00 
TARNEIT,2010,360000.00 
TATURA,2010,220000.00 
TAWONGA,2010,265000.00 
TAWONGA SOUTH,2010,216000.00 
TAYLORS HILL,2010,425000.00 
TAYLORS LAKES,2010,467500.00 
TECOMA,2010,400000.00 
TEMPLESTOWE,2010,805000.00 
TEMPLESTOWE LOWER,2010,730000.00 
TERANG,2010,179000.00 
THE BASIN,2010,430000.00 
THE HONEYSUCKLES,2010,177500.00 
THE PATCH,2010,444500.00 
THOMASTOWN,2010,418000.00 
THOMSON (GREATER GEELONG),2010,270000.00 
THORNBURY,2010,720000.00 
THORNHILL PARK,2010,-
TIMBOON,2010,187000.00 
TONGALA,2010,158500.00 
TOONGABBIE,2010,260000.00 
TOORA,2010,175000.00 
TOORADIN,2010,420000.00 
TOORAK,2010,2590000.00 
TOOTGAROOK,2010,370000.00 
TORQUAY,2010,533000.00 
TRAFALGAR,2010,248500.00 
TRARALGON,2010,257000.00 
TRARALGON EAST,2010,388000.00 
TRAVANCORE,2010,673000.00 
TRENTHAM,2010,300000.00 
TRUGANINA,2010,345000.00 
TULLAMARINE,2010,440000.00 
TYABB,2010,347000.00 
TYLDEN,2010,322000.00 
UPPER FERNTREE GULLY,2010,427500.00 
UPWEY,2010,415000.00 
VENTNOR,2010,380000.00 
VENUS BAY,2010,239000.00 
VERMONT,2010,610000.00 
VERMONT SOUTH,2010,694500.00 
VIEWBANK,2010,631500.00 
VIOLET TOWN,2010,172500.00 
WAHGUNYAH,2010,245000.00 
WALKERVILLE,2010,235000.00 
WALLAN,2010,330000.00 
WALLAN EAST,2010,292500.00 
WANDANA HEIGHTS,2010,540000.00 
WANDIN NORTH,2010,411000.00 
WANGARATTA,2010,241000.00 
WANTIRNA,2010,545000.00 
WANTIRNA SOUTH,2010,575000.00 
WARBURTON,2010,300000.00 
WARNEET,2010,332500.00 
WARRACKNABEAL,2010,88000.00 
WARRAGUL,2010,280000.00 
WARRANDYTE,2010,635000.00 
WARRANWOOD,2010,633500.00 
WARRNAMBOOL,2010,320000.00 
WATERWAYS,2010,604000.00 
WATSONIA,2010,505000.00 
WATSONIA NORTH,2010,529000.00 
WATTLE GLEN,2010,490000.00 
WAURN PONDS,2010,435000.00 
WEDDERBURN,2010,140000.00 
WEIR VIEWS,2010,-
WENDOUREE,2010,230000.00 
WENDOUREE WEST,2010,186000.00 
WERRIBEE,2010,308500.00 
WERRIBEE SOUTH,2010,399000.00 
WESBURN,2010,330000.00 
WEST FOOTSCRAY,2010,558500.00 
WEST MELBOURNE,2010,816000.00 
WEST WODONGA,2010,283000.00 
WESTALL,2010,510000.00 
WESTGARTH,2010,891500.00 
